Signal,Step,Cp,Itail,f0 (MHz),Baseline (dB),Depth (dB),BW (Hz),Q,Note
"V(act+,act-)",Itail=195µ Cp=200f,200f,195µ,50.029702970297,-6.024874605047695,5.642862564540105,4404.2249728143215,11359.479426939395,
"V(act+,act-)",Itail=200µ Cp=200f,200f,200µ,50.029702970297,-6.024861153539989,10.108431593582312,4070.560891777277,12290.616526916312,
"V(act+,act-)",Itail=205µ Cp=200f,200f,205µ,50.029702970297,-6.024847869169215,13.269683292051585,2456.3898804932833,20367.16702327817,
"V(act+,act-)",Itail=210µ Cp=200f,200f,210µ,50.002700270027,-6.0248347459321,0.008649883668559788,,,notch shallower than 3 dB
"V(act+,act-)",Itail=215µ Cp=200f,200f,215µ,49.947694769477,-6.024821778179815,0.0028672317503053435,,,notch shallower than 3 dB
"V(act+,act-)",Itail=220µ Cp=200f,200f,220µ,49.8940894089409,-6.024808960589275,0.001741412979154866,,,notch shallower than 3 dB
"V(act+,act-)",Itail=225µ Cp=200f,200f,225µ,49.8420842084208,-6.024796288137405,0.0012638162286853216,,,notch shallower than 3 dB
"V(act+,act-)",Itail=175µ Cp=300f,300f,175µ,50.004900490048996,-6.030357691910175,4.0461748902793255,8680.318896315992,5760.721591838238,
"V(act+,act-)",Itail=180µ Cp=300f,300f,180µ,50.004900490048996,-6.030326033962445,4.720298626941855,9531.515973210335,5246.269389947496,
"V(act+,act-)",Itail=185µ Cp=300f,300f,185µ,50.004900490048996,-6.030294811711025,5.657503684352674,9877.29318973422,5062.61174286298,
"V(act+,act-)",Itail=190µ Cp=300f,300f,190µ,50.004900490048996,-6.030264007801305,7.060292881418695,9789.085595563054,5108.229977344762,
"V(act+,act-)",Itail=195µ Cp=300f,300f,195µ,50.004900490048996,-6.030233606010775,9.436203329203025,9276.718588724732,5390.365139546952,
"V(act+,act-)",Itail=200µ Cp=300f,300f,200µ,50.004900490048996,-6.030203591148185,14.703055996467315,8272.933080084622,6044.398039484384,
"V(act+,act-)",Itail=205µ Cp=300f,300f,205µ,50.004900490048996,-6.030173948963855,23.911878879221746,6581.18736384809,7598.157858981028,
"V(act+,act-)",Itail=210µ Cp=300f,300f,210µ,50.004900490048996,-6.030144666069875,6.0152644731452245,3316.230201996863,15078.838754902667,
"V(act+,act-)",Itail=215µ Cp=300f,300f,215µ,49.989698969897,-6.030115729868755,0.04976259444882469,,,notch shallower than 3 dB
"V(act+,act-)",Itail=220µ Cp=300f,300f,220µ,49.952495249525,-6.030087128489511,0.014470215555549615,,,notch shallower than 3 dB
"V(act+,act-)",Itail=225µ Cp=300f,300f,225µ,49.9154915491549,-6.030058850730205,0.008533108755025332,,,notch shallower than 3 dB
"V(act+,act-)",Itail=175µ Cp=400f,400f,175µ,49.980298029803,-6.038031024937551,6.186274444261649,17531.036142461002,2850.9608686932283,
"V(act+,act-)",Itail=180µ Cp=400f,400f,180µ,49.980298029803,-6.037975040219235,7.082401350997065,17346.970825903118,2881.211857183194,
"V(act+,act-)",Itail=185µ Cp=400f,400f,185µ,49.980298029803,-6.037919825096514,8.285174751276186,16911.911768205464,2955.3310539241565,
"V(act+,act-)",Itail=190µ Cp=400f,400f,190µ,49.980298029803,-6.037865348913875,10.005981451264823,16217.436954773962,3081.8863775567315,
"V(act+,act-)",Itail=195µ Cp=400f,400f,195µ,49.980298029803,-6.037811583015605,12.746697856999196,15235.886983774602,3280.432447617216,
"V(act+,act-)",Itail=200µ Cp=400f,400f,200µ,49.980298029803,-6.037758500567614,18.259260349296788,13922.058931812644,3590.007647187541,
"V(act+,act-)",Itail=205µ Cp=400f,400f,205µ,49.980298029803,-6.037706076399105,34.1616309260305,12177.508528366685,4104.312299463989,
"V(act+,act-)",Itail=210µ Cp=400f,400f,210µ,49.980298029803,-6.03765428686151,13.446709506195688,9785.856472067535,5107.401500570269,
"V(act+,act-)",Itail=215µ Cp=400f,400f,215µ,49.980098009801,-6.03760310970251,6.17542179234649,6038.502564974129,8276.902671153395,
"V(act+,act-)",Itail=220µ Cp=400f,400f,220µ,49.978497849785,-6.0375525239530905,0.9208304273666297,,,notch shallower than 3 dB
"V(act+,act-)",Itail=225µ Cp=400f,400f,225µ,49.954895489549,-6.037502509826135,0.06876538871917504,,,notch shallower than 3 dB
"V(act+,act-)",Itail=175µ Cp=500f,500f,175µ,49.955495549555,-6.048057183236645,8.292446635658354,26337.036814294755,1896.7773748351613,
"V(act+,act-)",Itail=180µ Cp=500f,500f,180µ,49.955695569557,-6.047969903505759,9.346454843184341,25673.23318412155,1945.8279840052921,
"V(act+,act-)",Itail=185µ Cp=500f,500f,185µ,49.955695569557,-6.047883821520185,10.725831664621616,24829.667044229805,2011.9357815217368,
"V(act+,act-)",Itail=190µ Cp=500f,500f,190µ,49.955695569557,-6.047798889572765,12.636291229597635,23795.554920114577,2099.3709008790142,
"V(act+,act-)",Itail=195µ Cp=500f,500f,195µ,49.955695569557,-6.04771506306856,15.55212026146834,22549.138706997037,2215.414797819114,
"V(act+,act-)",Itail=200µ Cp=500f,500f,200µ,49.955695569557,-6.04763230024749,21.03322171894291,21060.67492646724,2371.9892996770486,
"V(act+,act-)",Itail=205µ Cp=500f,500f,205µ,49.955695569557,-6.0475505619379,47.2973045429483,19280.40560235828,2591.008539957618,
"V(act+,act-)",Itail=210µ Cp=500f,500f,210µ,49.955695569557,-6.047469811337145,18.671118642272955,17126.092193454504,2916.9348737156624,
"V(act+,act-)",Itail=215µ Cp=500f,500f,215µ,49.955695569557,-6.047390013815435,11.860850203876765,14437.826964013278,3460.056398658405,
"V(act+,act-)",Itail=220µ Cp=500f,500f,220µ,49.955495549555,-6.0473111367401255,7.332347765722574,10837.062682949007,4609.689637410217,
"V(act+,act-)",Itail=225µ Cp=500f,500f,225µ,49.955095509551,-6.04723314931786,3.6756935496033094,4521.981983914971,11047.168185818746,
"V(act+,act-)",Itail=175µ Cp=600f,600f,175µ,49.9308930893089,-6.06058646676403,10.278613561039371,36021.62547109276,1386.1365897932142,
"V(act+,act-)",Itail=180µ Cp=600f,600f,180µ,49.9310931093109,-6.06046069636086,11.442376390765642,35055.972245655954,1424.3248699370542,
"V(act+,act-)",Itail=185µ Cp=600f,600f,185µ,49.9310931093109,-6.060336648004695,12.935186097998704,33952.56767811626,1470.6131678368884,
"V(act+,act-)",Itail=190µ Cp=600f,600f,190µ,49.9310931093109,-6.060214253115944,14.954474605955955,32700.23610533029,1526.9337184134858,
"V(act+,act-)",Itail=195µ Cp=600f,600f,195µ,49.9310931093109,-6.060093447588789,17.94332462672311,31286.883343577385,1595.911377972419,
"V(act+,act-)",Itail=200µ Cp=600f,600f,200µ,49.9310931093109,-6.059974171392485,23.29120966359652,29693.379859045148,1681.5564057151607,
"V(act+,act-)",Itail=205µ Cp=600f,600f,205µ,49.9310931093109,-6.059856368217179,51.054830454759625,27893.360441327095,1790.0709100411032,
"V(act+,act-)",Itail=210µ Cp=600f,600f,210µ,49.9310931093109,-6.059739985158435,22.879986951350965,25848.770025722682,1931.6622438755642,
"V(act+,act-)",Itail=215µ Cp=600f,600f,215µ,49.9310931093109,-6.0596249724352695,16.06889869970403,23500.203254684806,2124.7089894576575,
"V(act+,act-)",Itail=220µ Cp=600f,600f,220µ,49.9308930893089,-6.059511283137595,11.830984481880606,20750.09347690642,2406.2972605342197,
"V(act+,act-)",Itail=225µ Cp=600f,600f,225µ,49.9308930893089,-6.059398872999321,8.60417020207438,17414.00517772138,2867.2836937701168,
"V(act+,act-)",Itail=175µ Cp=700f,700f,175µ,49.9064906490649,-6.075813656027885,12.117887898077116,46847.459812648594,1065.2976884691277,
"V(act+,act-)",Itail=180µ Cp=700f,700f,180µ,49.9064906490649,-6.07564186181841,13.35611385998599,45675.81654534489,1092.6239402752656,
"V(act+,act-)",Itail=185µ Cp=700f,700f,185µ,49.9064906490649,-6.07547241310867,14.919840937316728,44394.08493643999,1124.1698239870727,
"V(act+,act-)",Itail=190µ Cp=700f,700f,190µ,49.9064906490649,-6.07530521651415,16.997460179307552,42996.31347822398,1160.7155733093412,
"V(act+,act-)",Itail=195µ Cp=700f,700f,195µ,49.9064906490649,-6.075140184742089,20.00115906000961,41473.01952780038,1203.3483748539543,
"V(act+,act-)",Itail=200µ Cp=700f,700f,200µ,49.9064906490649,-6.0749772360486,25.1686304567089,39813.605815939605,1253.5034098590625,
"V(act+,act-)",Itail=205µ Cp=700f,700f,205µ,49.9064906490649,-6.074816293756395,43.46802377910281,38002.8959062621,1313.2286226861288,
"V(act+,act-)",Itail=210µ Cp=700f,700f,210µ,49.9064906490649,-6.074657285825181,26.49351251612552,36021.52503000945,1385.4630143362315,
"V(act+,act-)",Itail=215µ Cp=700f,700f,215µ,49.9064906490649,-6.0745001444678,19.486181499215903,33842.29943417013,1474.677887835097,
"V(act+,act-)",Itail=220µ Cp=700f,700f,220µ,49.9064906490649,-6.074344805806285,15.340705866957816,31427.19758593291,1588.0032100413396,
"V(act+,act-)",Itail=225µ Cp=700f,700f,225µ,49.9064906490649,-6.07419120956288,12.287017542459719,28720.058453582227,1737.6876418870975,
"V(act+,act-)",Itail=175µ Cp=800f,800f,175µ,49.8818881888189,-6.0939798343578655,13.808483114028133,58927.08357361704,846.5018996995149,
"V(act+,act-)",Itail=180µ Cp=800f,800f,180µ,49.8818881888189,-6.093754042099855,15.095036365088044,57608.38191567361,865.879001111945,
"V(act+,act-)",Itail=185µ Cp=800f,800f,185µ,49.8818881888189,-6.09353132186354,16.70055126359116,56201.43325471878,887.555446544252,
"V(act+,act-)",Itail=190µ Cp=800f,800f,190µ,49.8820882088209,-6.093311551381076,18.803082850865323,54702.442365951836,911.8804581908166,
"V(act+,act-)",Itail=195µ Cp=800f,800f,195µ,49.8820882088209,-6.093094616360215,21.789724840331786,53105.6804549098,939.2985417289599,
"V(act+,act-)",Itail=200µ Cp=800f,800f,200µ,49.8820882088209,-6.09288040977352,26.766690960977577,51404.43324276805,970.384946629845,
"V(act+,act-)",Itail=205µ Cp=800f,800f,205µ,49.8820882088209,-6.092668831226995,41.50639689071401,49589.61852557957,1005.8978006271709,
"V(act+,act-)",Itail=210µ Cp=800f,800f,210µ,49.8820882088209,-6.092459786397654,29.722497626162443,47650.595149464905,1046.8303292405164,
"V(act+,act-)",Itail=215µ Cp=800f,800f,215µ,49.8820882088209,-6.092253186530895,22.394787988512505,45573.527120642364,1094.5408740642984,
"V(act+,act-)",Itail=220µ Cp=800f,800f,220µ,49.8818881888189,-6.092048947990245,18.25049102422996,43340.981015235186,1150.9173770497825,
"V(act+,act-)",Itail=225µ Cp=800f,800f,225µ,49.8818881888189,-6.091846991852815,15.276223339770286,40928.89336799085,1218.7450987333534,
